tweetid
1471456336395259904
1471330505710784512
1471329645673041920
1471328732187181063
1471325105364078595
1471324589368225796
1471324431406583813
1471323228194938880
1471322468698705924
1471322182445842432
1471322025922809860
1471319567389671425
1471311167926652931
1471306390354505734
1471306308859088901
1471306270250577922
1471306228320120838
1471306176021372928
1471306126885072903
1471306080714174473
1471306032685137921
1471305996530327554
1471305952192258049
1471305714857656321
1471305651628429313
1471305614643146760
1471305571966066690
1471305533542092803
1471305491305406466
1471305425886851078
1471305381213261829
1471305338574057472
1471305285310586886
1471305110282194946
1471305046788911109
1471305010961162245
1471304975485743111
1471304936403124229
1471304896800559108
1471304861430001664
1471304821701591041
1471304786482012169
1471304748926181383
1471304620802723840
1471304553178009604
1471304518616895489
1471304484693450753
1471304451227009024
1471304412509491205
1471304376962662400
1471304339851522054
1471304301041627142
1471304262814781449
1471304107193516037
1471304050922737671
1471304012616118272
1471303968135467008
1471303932731437057
1471303897465733121
1471303857158471682
1471303814326149125
1471303775398805510
1471303733808181254
1471293888409313288
1471293834785173507
1471293798856671233
1471293765344276488
1471293732398022664
1471293696901586944
1471293664538370054
1471293631919230986
1471293599727955978
1471293566064414729
1471293482589376520
1471293420182331393
1471293384266600454
1471293338351460357
1471293297914175490
1471293253299453953
1471293215932309504
1471293169283252226
1471293134680297476
1471293096809934852
1471292999439196163
1471292945752104961
1471292912214364161
1471292878278336514
1471292846049316864
1471292813052678146
1471292778751610883
1471292747080511490
1471292713702236161
1471292680743407619
1471292581388685315
1471292311682359302
1471292255747162114
1471292206657024005
1471292127971840006
1471292083336101893
1471292039925055488
1471292003426226181
1471291965857832960
1471291931229622274
1471291898287595526
1471291804519735298
1471291754536226821
1471291719358599172
1471291680770953221
1471291647195586561
1471291612135366656
1471291577293225994
1471291539167064068
1471291506321510404
1471291468300132356
1471249171013246977
1471190844208201741
1471190587663659016
1471184226330587145
1471179738853126145
1471169209811931138
1471166060057567232
1470958155937062918
1470949670767759364
1470942589184524289
1470840265644691461
1470830773070708737
1470799357360414726
1470797716280295427
1470588070496018436
1470574047717122052
1470573992067149827
1470573951940276232
1470573918163509254
1470573857400668166
1470573825167396866
1470573786487472130
1470573738764681216
1470573699740979205
1470573644413816838
1470573479384784901
1470573428658917383
1470573390532653068
1470573353492693001
1470573319216844801
1470573271909347333
1470573214455762952
1470573152912744452
1470573102312665090
1470573066325536772
1470573025166864393
1470572991431987204
1470542800127205377
1470542787598860294
1470542616743849994
1470542608787247104
1470542583592017924
1470542576373702657
1470542560485687309
1470542520878866433
1470542465748946947
1470541110929989634
1470541110804160512
1470541110758019076
1470541110753861641
1470541065652428803
1470541057284845575
1470541043699433474
1470541037470994437
1470541031255031808
1470541027132194819
1470541018500059140
1470541010862321667
1470541004352770053
1470540998967283717
1470540989504884738
1470540982332575746
1470540976028536833
1470540969875582983
1470540961923092481
1470540954667036680
1470540940473470982
1470540933833895943
1470540908429029380
1470540903689375744
1470540896118706176
1470540890221465604
1470540883405717506
1470540875889618950
1470540867488391169
1470540845774422016
1470540839386550275
1470540816003313667
1470540804443852800
1470540787985354756
1470540781425508352
1470540765881323522
1470540640979419136
1470540617105436676
1470540604522254338
1470540510280531968
1470540499895341066
1470540492576280576
1470540486159044615
1470540479334920198
1470540472825397252
1470540455783936006
1470540429598859269
1470540421478629379
1470540403694780416
1470540399039377409
1470540378310950913
1470540373458145289
1470540329833181188
1470540308186284035
1470540295926386692
1470540291237158917
1470540276439650313
1470540269825277956
1470540261583433735
1470540254432182273
1470540211184619521
1470540202229833737
1470540191811219460
1470540177944854533
1470540169300299778
1470540158877548548
1470540150799224842
1470540143215927299
1470540104284487688
1470540045568430083
1470540038819753986
1470540031068721155
1470540021673381890
1470539983236780035
1470539979222827008
1470539966619041793
1470539960579244032
1470539937300762628
1470539930829000708
1470539924176781312
1470539911719800836
1470539739577077768
1470539732077756417
1470539705427144706
1470539698737143815
1470539685910953989
1470539659587563526
1470539648216846336
1470539510891126789
1470539503613972487
1470539498501066755
1470539481216389125
1470539205042393088
1470539197681385472
1470539191763283977
1470539097391390724
1470539092421230608
1470539066567442442
1470539060448206849
1470538848333611017
1470538809687302144
1470538809393696772
1470538809263759364
1470538809020403716
1470538808559030274
1470538756780343300
1470538701902168067
1470538695409389571
1470538688581062661
1470538678548283397
1470538672260927490
1470538653344714754
1470538645773901826
1470538638379425793
1470538631085449218
1470538569722830853
1470538559388069889
1470538554233262091
1470538406778191873
1470538357809852421
1470538350192906240
1470538265568681995
1470538237638844416
1470538214679228420
1470538189588869126
1470538099650355203
1470538085180051457
1470538076342599688
1470538063889805319
1470538055241060359
1470537986781720584
1470537732917243910
1470537724876754945
1470537710318366723
1470537702118506498
1470537692010237959
1470537687438401541
1470537687329390596
1470537687077732355
1470537659391090695
1470537652868943875
1470537643809202181
1470537636897075201
1470537629557051392
1470537622359584771
1470537615501889540
1470537607742382082
1470537600347869198
1470537593347579907
1470537583654539264
1470537575832117259
1470537568651558913
1470537561953255429
1470537555028422660
1470537547575181314
1470537539857661953
1470537522392539148
1470537515421646857
1470537508949827585
1470537502536744964
1470537493179154439
1470537485755326471
1470537479551918080
1470537472618733568
1470537465463255047
1470537459230552066
1470537449730363403
1470537443464077322
1470537425038553088
1470537416964513793
1470537409511235589
1470537377668112389
1470537370701291528
1470535509839691776
1470535509487370242
1470535489333649413
1470535481934942211
1470535474523553793
1470535467225522181
1470535460393033732
1470436914142531585
1470431385697628161
1470426385697185800
1470426382601703435
1470223713098473474
1470223621926834176
1470223589764960259
1470223555870744581
1470223522869960704
1470223488267001859
1470223456872583169
1470223422072537094
1470223387670814726
1470223355437621249
1470223243055411205
1470223196511252483
1470223164013699082
1470223126751551495
1470223092588888067
1470223056207585281
1470223023038992390
1470222989425840134
1470222952872435718
1470222916570824706
1470222828461039616
1470222770206355460
1470222736630943748
1470222684319584257
1470222647204225026
1470222600483835908
1470222507361943553
1470222461597847556
1470222425518493697
1470222392043708419
1470222282014527496
1470222196954083328
1470222145045385217
1470222108663824387
1470222076262948867
1470222038371610630
1470222003370176515
1470221967571705857
1470221929621643270
1470221879990435840
1470218335489085446
1470214155147825153
1470214098851966984
1470214061753352195
1470214020955258881
1470213987493191683
1470213955268354051
1470213921495654402
1470213859898269697
1470213830013825032
1470213795914080256
1470208275085996032
1470208224116809728
1470208191174787075
1470208152918446081
1470208074015199234
1470207992004067329
1470207955484217345
1470207905328676868
1470207866544009220
1470207826207416329
1470207147447402501
1470207113158930434
1470206984607739906
1470206925845504000
1470206894283366406
1470206862721429505
1470206819956137985
1470206787064315905
1470206749135327232
1470206620814786561
1470206564824928257
1470206503902756864
1470206467160653832
1470206427595784194
1470206365331300356
1470206326437466120
1470205982139682817
1470205640891158529
1470205609215680512
1470205515330461697
1470205459655274496
1470205428923514883
1470205392701566978
1470205361432973312
1470205320865665029
1470205283549040641
1470205244411944960
1470205207686664196
1470205176233484290
1470204940295749633
1470204573218643970
1470202259300573189
1470202215415562242
1470202166132543488
1470202016760836100
1470201975283269632
1470201939384274946
1470201907125829640
1470201805955125249
1470201763852603396
1470187709817929729
1470039892151394307
1470028672979591169
1470023683704033297
1470020675440107521
1469810481841983492
1469802317998432267
1469790172720119820
1469790116713533440
1469790073776492546
1469790038024204291
1469789997226209280
1469789959867535366
1469789919954489355
1469789883396984832
1469789844431900672
1469789803503927296
1469789623132069891
1469789574763327492
1469789539145297922
1469789503246290952
1469789469821882372
1469789414989746176
1469789379019386883
1469789339077025794
1469789297641500681
1469789261671108617
1469789163100774402
1469789110013513728
1469789075376848897
1469789041352753153
1469789009874497540
1469788973056811014
1469788937732427782
1469788905872441346
1469788868073472005
1469788833491337225
1469788738435915780
1469788691015122948
1469788654793019392
1469788616289308677
1469788583640842250
1469788546622017536
1469788508730662915
1469788466217115653
1469788432427884545
1469788398407798797
1469788311770308617
1469788264072634379
1469788224440741889
1469788142425288712
1469788105569939457
1469788067854950400
1469788029095190530
1469787979946283012
1469787944508706822
1469787903672922118
1469787520141606918
1469787460896964618
1469787423869743111
1469787390269136901
1469787356823699456
1469787325576138752
1469787293640802309
1469787256131145733
1469787221142212610
1469787184077099016
