userid
1327995261730369536
1320250438202085376
1247111887143215105
1263823904843411456
1215958811611226113
1340341614472998914
1266811499529605122
1327612670221148160
1333338763439771650
1340015856567394308
1336368173088714754
1235654540894052353
1337826425760571398
1340321794671202307
1235147897408233472
1299333983407308800
1335585722003316743
1333816111553458178
1300061368377376768
1230817198521954304
1295332841065152514
1305426239788847104
1306593947423186948
1290921091549007872
1250892640851234818
1231167791463571457
1234715963372769280
1331920989689679873
1284954017421041664
1339623801332658180
1303081534736551936
1237775349330718721
1241693295685914624
1332702205829328906
1259179022837338112
1334232453549088769
1215712700199788544
1332970582070136832
1305864344585076739
1328802570970796037
1335638329669378048
1248301946051661825
1339077921185607680
1224946515900272641
1325835806007840768
1335661294465261569
1338833114832003072
1315368020315910147
1259831498934489088
1231548552129712128
1272533935424241666
1326561158795587585
1336973482521993216
1248258838232514563
1314122467582017536
1318905574310948865
1286397597620539400
1335180431738757120
1335491593927798784
1336076506595028992
1331686276853075969
1287876787289104384
1324382855875670017
1312738465600204801
1309246009202151425
1312460095939399680
1323878870966259717
1281729507519541248
1332405610705510400
1266330108794679300
1335166273542643713
1278034809554710528
1268278842290044931
1335148080367329280
1233430669902143489
1214566237734232064
1257457555305041930
1291669914554703872
1298416911563345921
1326602119915433984
1335278880630902789
1271781419229097984
1244863151318892544
1257833617637740544
1321144627454451714
1321201182371680259
1328337696415223808
1333260054598971394
1319569934121304064
1274315581634772992
1241323603469176833
1333071893646237697
1257761967567187969
1331504760948731905
1262008418438713346
1233281114627858433
1307738399999250438
1328352320023883779
1329809516335132672
1244356970116796422
1309460085568155648
1302893602448834561
1267121324859822080
1249424984667086849
1229762487123415042
1249346849896620032
1307221881326534656
1311617797684953089
1316812285709606914
1295446169435418624
1226586427779174402
1303838014045646849
1327366201014710274
1294912478523129856
1266343082850648066
1232005458770169857
1327571149811822595
1300385661682417664
1238345384319234050
1247879468447944709
1294985560658972673
1326536478143311872
1266482404568576003
1266495303626211328
1321538100481445890
1249411599141666821
1311368410861895681
1293654421705039879
1284057078525579265
1254009607732723713
1324725373951791107
1290670737473273856
1242820917329305600
1256789914173288448
1270124084228128769
1226820228337762304
1328855879853236225
1328634797690916864
1232567157239746562
1274799426087911429
1299824435478900736
1297949775296442369
1235257666957701121
1252688956694630402
1249753752917114884
1263409931589484544
1296856558379380737
1217097085994065920
1279863101811298304
1307294274451636224
1311928825157124097
1241518934811193350
1270684717059366912
1255238088101703682
1249737654570307584
1279783705872142336
1327627074383851521
1248550948441657346
1336340006273646593
1330244034594566146
1330605901783441411
1312358412303335424
1326642025232527361
1315711382332084224
1314917573071339520
1318618595333709826
1303371154669875201
1317159204952674310
1339621536425193474
1333461940824403969
1302702993805115394
1333689044484694017
1322881618374205447
1243468065989431296
1339544229832486912
1270644130406948864
1318155006906896384
1302571036484014081
1275721554345721857
1284035435405234180
1330809884485545984
1309754723986280449
1277274291831275522
1338446879059824640
1335999929714679810
1330917136148156417
1336285323144417282
1285164706995613696
1286971483680628736
1282186153907675136
1325378641224753156
1232044194283347969
1246138918828990467
1311387613429936133
1286377675842555907
1327340761755627520
1321464393905934344
1314839834691858437
1317815065446318081
1278294495096909824
1242192920360497154
1331623775629139970
1234176954133368835
1333772640520167425
1246939880288145409
1270336006013825024
1248353105424588801
1221491579623550977
1268155692059418628
1320055208769212416
1253438235037949953
1277184871203569664
1278263566039232512
1324780316297465856
1329012783241945088
1326975556311805955
1280586429660307458
1256731325555519491
1227648092436078592
1314623679624548353
1267566959496962050
1335291686029766657
1313915852631269376
1324835834265325570
1221421457441464320
1315537524505403393
1241309157296398336
1221108794073276416
1328404332610531328
1234959778453037056
1249433221378400256
1283685831597797376
1251503666907013120
1332616976825540609
1330109224005881858
1256268824015486976
1249431507262820352
1331669187668926464
1328121557173014528
1330915981292662790
1291978435557052417
1311038873124974592
1292043824081010688
1280021505531928576
1329355865682481153
1240674890073739265
1316331560539435008
1283721391431462912
1224438286288068608
1309103183868899328
1272968074673762309
1245426587887112192
1259774708943400965
1296779170035441664
1235093666324152321
1324468701735825411
1324796264802910216
1302356064671870988
1307749072170876934
1233538350595944449
1217484808735072257
1312334416514101249
1293599740433768454
1320426500819193861
1322580215860727812
1313161719989100546
1278875089635852288
1271020135990677506
1320837577792958464
1312316727485771776
1318988533131022346
1266492491777429508
1312699597630984192
1319714531766054916
1262393339636322304
1246493409851904000
1316112387032973313
1303442984395067392
1287682005799444480
1305280210808565763
1313458720182075392
1241057151847628801
1259825995156197380
1215381631487414278
1256406252491542530
1299010295709544448
1296012617983700993
1235611040626470912
1264686498370203648
1292070151102377985
1277682798770487297
1267782896657616898
1255178866857070593
1234921872590090241
1276644180580859912
1249288402136109057
1296841966097965061
1240715643831418881
1305514621927927808
1295074645587243009
1261695149769449472
1265704096343953415
1258017505840431107
1233075416568619008
1251903914506686468
1260271161809801216
1222587541951516673
1243905515798827009
1262478487794913280
1305422230881435648
1250430896995315715
1264827256976953344
1287660454106542082
1269318738597294081
1235142683909378048
1248906792979050496
1267380251581087746
1306639620566913025
1301515368838692870
1307028108122427400
1307269745197056002
1302338829865627648
1294910068299829248
1243631854328123393
1269897234918883328
1243597612026134538
1295424444643651592
