tweetid
1345479707987472384
1345306439892525056
1345059431072018432
1344990642993303552
1344979378854371328
1344753514271154176
1344577917708341248
1344377069946490880
1343874002574520320
1343598044693065728
1343297477458407424
1342932218461741056
1342906038090084352
1342045962466947072
1342044948586242048
1341485266633175040
1341402564609400832
1341348442208124928
1341325996197294080
1341313595070623488
1341129037750677504
1341090189175828480
1341073625470947328
1341025666012229632
1340955740979277824
1340763824757084160
1340752070836686848
1340681451021496320
1340681349737439232
1340680312808992768
1340604501733093376
1340576392237486080
1340575377870221312
1340259948136116224
1340258967495294976
1340242176349974528
1340037379286032384
1340030542356594688
1339936067051544576
1339894042092564480
1339662394562265088
1339611342932758528
1339497818092924928
1339468060005117952
1338885653174620160
1338602668214939648
1338587169053675520
1338586562699931648
1338569496433451008
1338568116146761728
1338534651498024960
1338534301680414720
1338193959177379840
1338122223530414080
1338096379093262336
1338067078067220480
1338064669702025216
1338003467470856192
1338001983861628928
1337862491347562496
1337819452973461504
1337810774207700992
1337790974228127488
1337772044126203904
1337494230164533248
1337455907349868288
1337414620571705088
1337322870909898752
1337077138244112384
1337010359560007680
1336994661207056384
1336977352627249152
1336976967627907072
1336723586577526784
1336717202905591808
1336713222691360768
1336617585731887104
1336429745781821440
1336428028679909376
1336427453724712960
1336414599982223360
1336370657588879360
1336344648437129216
1336268549225111552
1336262316715896832
1335997177282375680
1335981394405842944
1335896317906837504
1335871909523836928
1335686917686501376
1335606137249521664
1335309612472528896
1335264958498615296
1334952119212904448
1334949075582586880
1334534440626876416
1334532547305463808
1334235322650144768
1334195888508596224
1334027146625429504
1333822607796408320
1333459184147443712
1333457958437597184
1333096192440496128
1333040958477398016
1332753111228747776
1332749844633546752
1332703852576055296
1332424761431953408
1332397188815712512
1332303089534181376
1332252641204842496
1332024402087735296
1332008532854640640
1331690463330439168
1331653914354126848
1331653589991878912
1331638711507881984
1331638185340887040
1331637201562722304
1331224902117027840
1330977262221529088
1330972653440684032
1330964100403372032
1330896864221257728
1330873708177666048
1330786069348970496
1330774504172376064
1330581120874852352
1330581118299623424
1330579530759757824
1330575928158789632
1330529967021715712
1330527964790927360
1330489614717612032
1330489056996847616
1330256661177655296
1330252678174289920
1330185667863777280
1330093628652466176
1330073028823232512
1330073026709381120
1330073024264024064
1329899812645384192
1329867299201966080
1329862757492121600
1329836610523951104
1329770508649426944
1329697768974249984
1329668028783595520
1329652849668747264
1329652621892869888
1329567861262659584
1329528994937647104
1329496800282206208
1329480459600990208
1329434095156408320
1329434072226127872
1329425984773386240
1329417244942675968
1329306961280720896
1329150573975904512
1329148659011887104
1329137027149934592
1329136883847323648
1329114401362862080
1329103007699636224
1329045660646117376
1329044161450958848
1329041556431654912
1328990226753187840
1328811014696169472
1328806330946252800
1328804728495628288
1328789842063482880
1328747877066215424
1328747875069784064
1328747241109147648
1328746730100322304
1328745040060018688
1328742838461456384
1328742757289095168
1328742661679960064
1328697726780006400
1328697517303865088
1328594159679246336
1328592940613197824
1328591410828808192
1328458167043420160
1328447613155368960
1328439205148717056
1328387888808161280
1328387019379257088
1328386520504471552
1328384573990973440
1328327699245490176
1328284403785674752
1328277825011523584
1328255191687319552
1328245939451138048
1328080186659762176
1328076016833748992
1328041567815348224
1328026455452897280
1328018365609353216
1328018294763376640
1328018113233891328
1328018024083968000
1328017638526754816
1345305888756817920
1345305669264617472
1345005314156990464
1345003037094457088
1341800047227396096
1338866147987353600
1338129675818819584
1338126250217500672
1338124743086628864
1338117924247265280
1338116179743961088
1338115586329554944
1338114990830735360
1338114563925929984
1338105520494956288
1338052581587869696
1338052478525452288
1337685763446763520
1337661226114019328
1337661158598250496
1337660411559211008
1337637674304331776
1337396743676293120
1337396362867077120
1335901644169605120
1335470406317330432
1335470097633341440
1335469410367246336
1335469111887998976
1335468941825732608
1334871846215446528
1334871155359043584
1334870000323207168
1334864999152488448
1334864046751944704
1334863645222854912
1334370517571219712
1334370497769967616
1333773586583183360
1333759693949448192
1333759621731938304
1332560877372010496
1332326697883013120
1332199859718418432
1331902010224939008
1331828613247856640
1331825602576478208
1331694412104134912
1331640077265620992
1331598380351574016
1331597835977039872
